广州期货交易所期货历史行情表(2023)
交易日期,品种名称,交割月份,合约代码,前结算价,开盘价,最高价,最低价,收盘价,结算价,涨跌,涨跌1,成交量,持仓量,持仓量变化,成交额
20230110,工业硅,2308,si2308,17785.00,17705.00,17785.00,17460.00,17475.00,17690.00,-310.00,-95.00,14945,19286,6705,1321946625
20230110,工业硅,2309,si2309,17550.00,17580.00,17625.00,17390.00,17390.00,17570.00,-160.00,20.00,1239,3315,1127,108846900
20230110,工业硅,2310,si2310,17475.00,17460.00,17495.00,17370.00,17370.00,17445.00,-105.00,-30.00,15,194,-7,1308400
20230110,工业硅,2311,si2311,17365.00,17300.00,17365.00,17170.00,17250.00,17275.00,-115.00,-90.00,12,591,-4,1036700
20230110,工业硅,2312,si2312,17615.00,17475.00,17575.00,17385.00,17430.00,17475.00,-185.00,-140.00,17,442,-5,1485650
20230111,工业硅,2308,si2308,17690.00,17460.00,17555.00,17315.00,17350.00,17435.00,-340.00,-255.00,20389,28032,8746,1777874075
20230111,工业硅,2309,si2309,17570.00,17460.00,17460.00,17210.00,17210.00,17340.00,-360.00,-230.00,1364,4395,1080,118264800
20230111,工业硅,2310,si2310,17445.00,17200.00,17210.00,17200.00,17210.00,17205.00,-235.00,-240.00,6,197,3,516200
20230111,工业硅,2311,si2311,17275.00,17085.00,17160.00,17015.00,17015.00,17095.00,-260.00,-180.00,37,595,4,3162625
20230111,工业硅,2312,si2312,17475.00,17300.00,17390.00,17210.00,17230.00,17265.00,-245.00,-210.00,31,424,-18,2676650
20230112,工业硅,2308,si2308,17435.00,17330.00,17770.00,17270.00,17445.00,17525.00,10.00,90.00,34783,38561,10529,3048009375
20230112,工业硅,2309,si2309,17340.00,17210.00,17605.00,17160.00,17300.00,17380.00,-40.00,40.00,5260,8704,4309,457150675
20230112,工业硅,2310,si2310,17205.00,17060.00,17350.00,17060.00,17215.00,17180.00,10.00,-25.00,9,200,3,773300
20230112,工业硅,2311,si2311,17095.00,17055.00,17330.00,17055.00,17180.00,17250.00,85.00,155.00,36,597,2,3105250
20230112,工业硅,2312,si2312,17265.00,17230.00,17505.00,17230.00,17300.00,17410.00,35.00,145.00,10,421,-3,870700
20230113,工业硅,2308,si2308,17525.00,17450.00,17690.00,17420.00,17520.00,17555.00,-5.00,30.00,31521,52350,13789,2767082100
20230113,工业硅,2309,si2309,17380.00,17380.00,17535.00,17330.00,17350.00,17430.00,-30.00,50.00,6686,12832,4128,582846075
20230113,工业硅,2310,si2310,17180.00,17180.00,17400.00,17180.00,17200.00,17245.00,20.00,65.00,617,798,598,53209250
20230113,工业硅,2311,si2311,17250.00,17325.00,17325.00,17180.00,17180.00,17220.00,-70.00,-30.00,7,596,-1,602775
20230113,工业硅,2312,si2312,17410.00,17350.00,17455.00,17350.00,17355.00,17395.00,-55.00,-15.00,18,416,-5,1565700
20230116,工业硅,2308,si2308,17555.00,17450.00,17670.00,17450.00,17515.00,17530.00,-40.00,-25.00,23451,59021,6671,2055961000
20230116,工业硅,2309,si2309,17430.00,17430.00,17510.00,17350.00,17405.00,17435.00,-25.00,5.00,4485,14995,2163,391030650
20230116,工业硅,2310,si2310,17245.00,17245.00,17350.00,17245.00,17350.00,17245.00,105.00,0.00,1189,1620,822,102527300
20230116,工业硅,2311,si2311,17220.00,17170.00,17190.00,17170.00,17190.00,17180.00,-30.00,-40.00,2,597,1,171800
20230116,工业硅,2312,si2312,17395.00,,,,17395.00,17395.00,0.00,0.00,0,416,0,0
20230117,工业硅,2308,si2308,17530.00,17530.00,17800.00,17530.00,17615.00,17635.00,85.00,105.00,37276,73217,14196,3287034400
20230117,工业硅,2309,si2309,17435.00,17435.00,17660.00,17435.00,17535.00,17480.00,100.00,45.00,6532,18767,3772,570933425
20230117,工业硅,2310,si2310,17245.00,17245.00,17545.00,17245.00,17395.00,17315.00,150.00,70.00,3537,5019,3399,306232800
20230117,工业硅,2311,si2311,17180.00,17200.00,17420.00,17200.00,17420.00,17310.00,240.00,130.00,12,593,-4,1038600
20230117,工业硅,2312,si2312,17395.00,17505.00,17880.00,17505.00,17550.00,17650.00,155.00,255.00,14,417,1,1235775
20230117,工业硅,2401,si2401,17395.00,,,,17645.00,17645.00,250.00,250.00,0,0,0,0
20230118,工业硅,2308,si2308,17635.00,17650.00,17825.00,17620.00,17710.00,17720.00,75.00,85.00,43134,81677,8460,3822292725
20230118,工业硅,2309,si2309,17480.00,17480.00,17700.00,17480.00,17580.00,17580.00,100.00,100.00,12152,22761,3994,1068461650
20230118,工业硅,2310,si2310,17315.00,17315.00,17535.00,17315.00,17405.00,17410.00,90.00,95.00,2397,6980,1961,208669400
20230118,工业硅,2311,si2311,17310.00,17410.00,17420.00,17350.00,17350.00,17400.00,40.00,90.00,6,593,0,522050
20230118,工业硅,2312,si2312,17650.00,17615.00,17635.00,17530.00,17530.00,17580.00,-120.00,-70.00,7,414,-3,615325
20230118,工业硅,2401,si2401,17645.00,17650.00,17650.00,17350.00,17350.00,17450.00,-295.00,-195.00,3,3,3,261750
20230119,工业硅,2308,si2308,17720.00,17720.00,18375.00,17650.00,18330.00,17885.00,610.00,165.00,45507,89496,7819,4069861950
20230119,工业硅,2309,si2309,17580.00,17580.00,18240.00,17535.00,18195.00,17710.00,615.00,130.00,10197,24864,2103,903113450
20230119,工业硅,2310,si2310,17410.00,17410.00,18145.00,17410.00,18100.00,17475.00,690.00,65.00,2536,8787,1807,221591450
20230119,工业硅,2311,si2311,17400.00,17535.00,17960.00,17455.00,17960.00,17710.00,560.00,310.00,31,577,-16,2745600
20230119,工业硅,2312,si2312,17580.00,17505.00,18110.00,17505.00,18110.00,17800.00,530.00,220.00,27,408,-6,2403575
20230119,工业硅,2401,si2401,17450.00,17300.00,17700.00,17300.00,17700.00,17465.00,250.00,15.00,3,1,-2,262000
20230120,工业硅,2308,si2308,17885.00,18400.00,18625.00,18105.00,18590.00,18360.00,705.00,475.00,54931,91870,2374,5042790075
20230120,工业硅,2309,si2309,17710.00,18120.00,18485.00,17990.00,18480.00,18150.00,770.00,440.00,15473,23039,-1825,1404465900
20230120,工业硅,2310,si2310,17475.00,17900.00,18380.00,17900.00,18325.00,17955.00,850.00,480.00,7048,5167,-3620,632881400
20230120,工业硅,2311,si2311,17710.00,17990.00,18120.00,17695.00,17970.00,17915.00,260.00,205.00,88,560,-17,7883850
20230120,工业硅,2312,si2312,17800.00,18110.00,18245.00,17890.00,18245.00,18090.00,445.00,290.00,17,401,-7,1537875
20230120,工业硅,2401,si2401,17465.00,18000.00,18000.00,18000.00,18000.00,18000.00,535.00,535.00,1,2,1,90000
20230130,工业硅,2308,si2308,18360.00,18660.00,18720.00,17980.00,18075.00,18290.00,-285.00,-70.00,32749,94836,2966,2994901475
20230130,工业硅,2309,si2309,18150.00,18480.00,18480.00,17890.00,17940.00,18210.00,-210.00,60.00,7406,24976,1937,674372725
20230130,工业硅,2310,si2310,17955.00,17955.00,18250.00,17805.00,17805.00,17985.00,-150.00,30.00,1885,6518,1351,169525575
20230130,工业硅,2311,si2311,17915.00,17915.00,17965.00,17690.00,17690.00,17910.00,-225.00,-5.00,1015,1560,1000,90908650
20230130,工业硅,2312,si2312,18090.00,18055.00,18055.00,18010.00,18010.00,18030.00,-80.00,-60.00,2,401,0,180325
20230130,工业硅,2401,si2401,18000.00,17810.00,17810.00,17800.00,17800.00,17800.00,-200.00,-200.00,3,3,1,267050
20230131,工业硅,2308,si2308,18290.00,18065.00,18260.00,17820.00,17860.00,18075.00,-430.00,-215.00,36851,99965,5129,3330559625
20230131,工业硅,2309,si2309,18210.00,18210.00,18210.00,17725.00,17800.00,18005.00,-410.00,-205.00,8122,26731,1755,731252950
20230131,工业硅,2310,si2310,17985.00,17880.00,17950.00,17660.00,17740.00,17865.00,-245.00,-120.00,399,6786,268,35642900
20230131,工业硅,2311,si2311,17910.00,17910.00,17910.00,17445.00,17545.00,17895.00,-365.00,-15.00,518,2061,501,46360475
20230131,工业硅,2312,si2312,18030.00,17860.00,17930.00,17805.00,17805.00,17860.00,-225.00,-170.00,5,403,2,446600
20230131,工业硅,2401,si2401,17800.00,17880.00,17880.00,17820.00,17820.00,17850.00,20.00,50.00,2,1,-2,178500
20230201,工业硅,2308,si2308,18075.00,17860.00,18060.00,17660.00,17900.00,17840.00,-175.00,-235.00,48186,103413,3448,4299248550
20230201,工业硅,2309,si2309,18005.00,18005.00,18005.00,17570.00,17810.00,17805.00,-195.00,-200.00,14664,28288,1557,1305633325
20230201,工业硅,2310,si2310,17865.00,17810.00,17810.00,17495.00,17685.00,17795.00,-180.00,-70.00,1782,8091,1305,158592375
20230201,工业硅,2311,si2311,17895.00,17800.00,17800.00,17365.00,17530.00,17710.00,-365.00,-185.00,362,2323,262,32058600
20230201,工业硅,2312,si2312,17860.00,17875.00,17875.00,17415.00,17690.00,17640.00,-170.00,-220.00,29,400,-3,2558050
20230201,工业硅,2401,si2401,17850.00,17505.00,17595.00,17505.00,17595.00,17550.00,-255.00,-300.00,2,3,2,175500
20230202,工业硅,2308,si2308,17840.00,17840.00,18020.00,17575.00,17625.00,17855.00,-215.00,15.00,46937,105227,1814,4190511325
20230202,工业硅,2309,si2309,17805.00,17805.00,17910.00,17485.00,17560.00,17790.00,-245.00,-15.00,16297,28781,493,1449864875
20230202,工业硅,2310,si2310,17795.00,18915.00,18915.00,17380.00,17440.00,18560.00,-355.00,765.00,4142,10840,2749,384471775
20230202,工业硅,2311,si2311,17710.00,17710.00,17710.00,17250.00,17390.00,17665.00,-320.00,-45.00,858,1632,-691,75787125
20230202,工业硅,2312,si2312,17640.00,17695.00,17705.00,17695.00,17705.00,17700.00,65.00,60.00,2,399,-1,177000
20230202,工业硅,2401,si2401,17550.00,17510.00,17510.00,17510.00,17510.00,17510.00,-40.00,-40.00,1,4,1,87550
20230203,工业硅,2308,si2308,17855.00,17670.00,17820.00,17500.00,17745.00,17680.00,-110.00,-175.00,61844,84586,-20641,5467752075
20230203,工业硅,2309,si2309,17790.00,17750.00,17750.00,17420.00,17645.00,17680.00,-145.00,-110.00,22615,22593,-6188,1999194825
20230203,工业硅,2310,si2310,18560.00,17530.00,17570.00,17305.00,17530.00,17505.00,-1030.00,-1055.00,10181,5340,-5500,891228825
20230203,工业硅,2311,si2311,17665.00,17460.00,17500.00,17220.00,17285.00,17455.00,-380.00,-210.00,1047,608,-1024,91393225
20230203,工业硅,2312,si2312,17700.00,17705.00,17705.00,17445.00,17500.00,17545.00,-200.00,-155.00,23,393,-6,2018050
20230203,工业硅,2401,si2401,17510.00,17350.00,17350.00,17350.00,17350.00,17350.00,-160.00,-160.00,3,1,-3,260250
20230206,工业硅,2308,si2308,17680.00,17695.00,17820.00,17625.00,17765.00,17710.00,85.00,30.00,24588,67793,-16793,2177856750
20230206,工业硅,2309,si2309,17680.00,17615.00,17720.00,17550.00,17660.00,17615.00,-20.00,-65.00,9052,13651,-8942,797321225
20230206,工业硅,2310,si2310,17505.00,17505.00,17580.00,17495.00,17580.00,17510.00,75.00,5.00,2370,2982,-2358,207525725
20230206,工业硅,2311,si2311,17455.00,17380.00,17460.00,17290.00,17460.00,17435.00,5.00,-20.00,44,616,8,3836525
20230206,工业硅,2312,si2312,17545.00,17470.00,17695.00,17470.00,17645.00,17605.00,100.00,60.00,17,393,0,1496600
20230206,工业硅,2401,si2401,17350.00,17450.00,17450.00,17450.00,17450.00,17450.00,100.00,100.00,1,2,1,87250
20230207,工业硅,2308,si2308,17710.00,17780.00,17850.00,17655.00,17715.00,17745.00,5.00,35.00,24892,57889,-9904,2208754450
20230207,工业硅,2309,si2309,17615.00,17690.00,17750.00,17585.00,17640.00,17675.00,25.00,60.00,5460,9874,-3777,482597050
20230207,工业硅,2310,si2310,17510.00,17605.00,17650.00,17520.00,17530.00,17560.00,20.00,50.00,1015,1994,-988,89141800
20230207,工业硅,2311,si2311,17435.00,17525.00,17525.00,17390.00,17410.00,17450.00,-25.00,15.00,43,592,-24,3752775
20230207,工业硅,2312,si2312,17605.00,17575.00,17655.00,17545.00,17605.00,17575.00,0.00,-30.00,12,392,-1,1054575
20230207,工业硅,2401,si2401,17450.00,17420.00,17420.00,17420.00,17420.00,17420.00,-30.00,-30.00,1,3,1,87100
20230208,工业硅,2308,si2308,17745.00,17740.00,18025.00,17680.00,17875.00,17805.00,130.00,60.00,36280,51702,-6187,3230315800
20230208,工业硅,2309,si2309,17675.00,17630.00,17925.00,17590.00,17800.00,17670.00,125.00,-5.00,4767,9294,-580,421278025
20230208,工业硅,2310,si2310,17560.00,17580.00,17810.00,17580.00,17660.00,17715.00,100.00,155.00,50,1985,-9,4429400
20230208,工业硅,2311,si2311,17450.00,17550.00,17720.00,17400.00,17600.00,17585.00,150.00,135.00,37,591,-1,3253850
20230208,工业硅,2312,si2312,17575.00,17655.00,17810.00,17655.00,17720.00,17690.00,145.00,115.00,29,390,-2,2565675
20230208,工业硅,2401,si2401,17420.00,17535.00,17535.00,17535.00,17535.00,17535.00,115.00,115.00,1,2,-1,87675
20230209,工业硅,2308,si2308,17805.00,17875.00,18105.00,17820.00,18020.00,17985.00,215.00,180.00,23555,53909,2207,2118547825
20230209,工业硅,2309,si2309,17670.00,17720.00,18000.00,17720.00,17910.00,17870.00,240.00,200.00,2189,10143,849,195587950
20230209,工业硅,2310,si2310,17715.00,17715.00,17840.00,17675.00,17840.00,17735.00,125.00,20.00,77,1935,-50,6829325
20230209,工业硅,2311,si2311,17585.00,17800.00,17800.00,17625.00,17700.00,17710.00,115.00,125.00,27,589,-2,2391125
20230209,工业硅,2312,si2312,17690.00,17940.00,17940.00,17830.00,17865.00,17875.00,175.00,185.00,14,389,-1,1251375
20230209,工业硅,2401,si2401,17535.00,,,,17590.00,17590.00,55.00,55.00,0,2,0,0
20230210,工业硅,2308,si2308,17985.00,18000.00,18105.00,17775.00,17955.00,17940.00,-30.00,-45.00,19541,54190,281,1752941925
20230210,工业硅,2309,si2309,17870.00,17870.00,18000.00,17700.00,17885.00,17855.00,15.00,-15.00,3537,10809,666,315798100
20230210,工业硅,2310,si2310,17735.00,17660.00,17810.00,17660.00,17810.00,17760.00,75.00,25.00,40,1919,-16,3552925
20230210,工业硅,2311,si2311,17710.00,17605.00,17680.00,17475.00,17650.00,17610.00,-60.00,-100.00,31,592,3,2729825
20230210,工业硅,2312,si2312,17875.00,17885.00,17885.00,17720.00,17765.00,17755.00,-110.00,-120.00,65,375,-14,5771000
20230210,工业硅,2401,si2401,17590.00,17560.00,17805.00,17560.00,17805.00,17680.00,215.00,90.00,2,4,2,176825
20230213,工业硅,2308,si2308,17940.00,17955.00,18080.00,17850.00,17920.00,17975.00,-20.00,35.00,17928,53361,-829,1611351900
20230213,工业硅,2309,si2309,17855.00,17855.00,17945.00,17810.00,17820.00,17880.00,-35.00,25.00,2916,11804,995,260692875
20230213,工业硅,2310,si2310,17760.00,17705.00,17830.00,17705.00,17830.00,17795.00,70.00,35.00,4,1921,2,355975
20230213,工业硅,2311,si2311,17610.00,17615.00,17760.00,17615.00,17670.00,17695.00,60.00,85.00,30,589,-3,2654450
20230213,工业硅,2312,si2312,17755.00,17730.00,17840.00,17730.00,17785.00,17805.00,30.00,50.00,23,366,-9,2047650
20230213,工业硅,2401,si2401,17680.00,,,,17680.00,17680.00,0.00,0.00,0,4,0,0
20230214,工业硅,2308,si2308,17975.00,17930.00,18035.00,17900.00,17945.00,17975.00,-30.00,0.00,18859,51783,-1578,1695128400
20230214,工业硅,2309,si2309,17880.00,17880.00,17930.00,17820.00,17855.00,17885.00,-25.00,5.00,6244,12285,481,558459550
20230214,工业硅,2310,si2310,17795.00,17830.00,17830.00,17760.00,17765.00,17775.00,-30.00,-20.00,4,1922,1,355575
20230214,工业硅,2311,si2311,17695.00,17600.00,17715.00,17600.00,17670.00,17670.00,-25.00,-25.00,4,589,0,353400
20230214,工业硅,2312,si2312,17805.00,17825.00,17885.00,17815.00,17860.00,17825.00,55.00,20.00,19,369,3,1693575
20230214,工业硅,2401,si2401,17680.00,,,,17680.00,17680.00,0.00,0.00,0,4,0,0
20230215,工业硅,2308,si2308,17975.00,18000.00,18110.00,17865.00,17885.00,17960.00,-90.00,-15.00,25670,50866,-917,2305295050
20230215,工业硅,2309,si2309,17885.00,17885.00,17995.00,17780.00,17795.00,17865.00,-90.00,-20.00,5131,13065,780,458354625
20230215,工业硅,2310,si2310,17775.00,17860.00,17860.00,17860.00,17860.00,17860.00,85.00,85.00,4,1921,-1,357200
20230215,工业硅,2311,si2311,17670.00,17670.00,17755.00,17610.00,17615.00,17655.00,-55.00,-15.00,23,590,1,2030525
20230215,工业硅,2312,si2312,17825.00,17795.00,17820.00,17775.00,17820.00,17800.00,-5.00,-25.00,14,371,2,1246075
20230215,工业硅,2401,si2401,17680.00,,,,17680.00,17680.00,0.00,0.00,0,4,0,0
20230215,工业硅,2402,si2402,17680.00,,,,17680.00,17680.00,0.00,0.00,0,0,0,0
20230216,工业硅,2308,si2308,17960.00,17950.00,17950.00,17585.00,17630.00,17805.00,-330.00,-155.00,32027,47060,-3806,2851221100
20230216,工业硅,2309,si2309,17865.00,17820.00,17820.00,17500.00,17500.00,17710.00,-365.00,-155.00,10888,13073,8,964202525
20230216,工业硅,2310,si2310,17860.00,17660.00,17660.00,17505.00,17505.00,17560.00,-355.00,-300.00,35,1938,17,3073250
20230216,工业硅,2311,si2311,17655.00,17550.00,17550.00,17350.00,17350.00,17465.00,-305.00,-190.00,28,602,12,2445275
20230216,工业硅,2312,si2312,17800.00,17780.00,17780.00,17520.00,17555.00,17635.00,-245.00,-165.00,27,381,10,2381125
20230216,工业硅,2401,si2401,17680.00,,,,17465.00,17465.00,-215.00,-215.00,0,4,0,0
20230216,工业硅,2402,si2402,17680.00,,,,17680.00,17680.00,0.00,0.00,0,0,0,0
20230217,工业硅,2308,si2308,17805.00,17630.00,17750.00,17360.00,17375.00,17610.00,-430.00,-195.00,27627,47877,817,2433046250
20230217,工业硅,2309,si2309,17710.00,17570.00,17650.00,17285.00,17285.00,17550.00,-425.00,-160.00,6261,13878,805,549404550
20230217,工业硅,2310,si2310,17560.00,17560.00,17560.00,17210.00,17210.00,17550.00,-350.00,-10.00,247,1702,-236,21678450
20230217,工业硅,2311,si2311,17465.00,17455.00,17455.00,17130.00,17130.00,17270.00,-335.00,-195.00,28,611,9,2418350
20230217,工业硅,2312,si2312,17635.00,17535.00,17565.00,17250.00,17250.00,17445.00,-385.00,-190.00,19,383,2,1657375
20230217,工业硅,2401,si2401,17465.00,17425.00,17425.00,17300.00,17310.00,17355.00,-155.00,-110.00,5,5,1,433925
20230217,工业硅,2402,si2402,17680.00,17520.00,17520.00,17520.00,17520.00,17520.00,-160.00,-160.00,1,1,1,87600
20230220,工业硅,2308,si2308,17610.00,17300.00,17495.00,17260.00,17470.00,17380.00,-140.00,-230.00,32048,48666,789,2785603875
20230220,工业硅,2309,si2309,17550.00,17460.00,17460.00,17190.00,17365.00,17370.00,-185.00,-180.00,12603,14196,318,1094882250
20230220,工业硅,2310,si2310,17550.00,17110.00,17325.00,17110.00,17300.00,17205.00,-250.00,-345.00,17,1706,4,1462550
20230220,工业硅,2311,si2311,17270.00,17110.00,17275.00,17015.00,17230.00,17145.00,-40.00,-125.00,25,616,5,2143725
20230220,工业硅,2312,si2312,17445.00,17210.00,17435.00,17125.00,17335.00,17275.00,-110.00,-170.00,16,382,-1,1382300
20230220,工业硅,2401,si2401,17355.00,17265.00,17265.00,17265.00,17265.00,17265.00,-90.00,-90.00,2,7,2,172650
20230220,工业硅,2402,si2402,17520.00,,,,17435.00,17435.00,-85.00,-85.00,0,1,0,0
20230221,工业硅,2308,si2308,17380.00,17555.00,17800.00,17550.00,17675.00,17630.00,295.00,250.00,34830,46597,-2069,3071016475
20230221,工业硅,2309,si2309,17370.00,17390.00,17690.00,17390.00,17580.00,17495.00,210.00,125.00,15640,15119,923,1368408850
20230221,工业硅,2310,si2310,17205.00,17390.00,17590.00,17390.00,17530.00,17515.00,325.00,310.00,36,1711,5,3152900
20230221,工业硅,2311,si2311,17145.00,17370.00,17510.00,17350.00,17400.00,17420.00,255.00,275.00,24,614,-2,2090575
20230221,工业硅,2312,si2312,17275.00,17535.00,17620.00,17505.00,17525.00,17550.00,250.00,275.00,26,395,13,2281500
20230221,工业硅,2401,si2401,17265.00,17450.00,17450.00,17405.00,17405.00,17425.00,140.00,160.00,19,15,8,1655775
20230221,工业硅,2402,si2402,17435.00,17385.00,17485.00,17385.00,17485.00,17435.00,50.00,0.00,2,1,0,174350
20230222,工业硅,2308,si2308,17630.00,17650.00,17755.00,17505.00,17575.00,17645.00,-55.00,15.00,41633,47406,809,3674084700
20230222,工业硅,2309,si2309,17495.00,17590.00,17655.00,17410.00,17475.00,17580.00,-20.00,85.00,14502,15119,0,1274880250
20230222,工业硅,2310,si2310,17515.00,17545.00,17570.00,17360.00,17360.00,17425.00,-155.00,-90.00,6,1711,0,522875
20230222,工业硅,2311,si2311,17420.00,,,,17345.00,17345.00,-75.00,-75.00,0,614,0,0
20230222,工业硅,2312,si2312,17550.00,17440.00,17440.00,17440.00,17440.00,17440.00,-110.00,-110.00,1,396,1,87200
20230222,工业硅,2401,si2401,17425.00,17335.00,17425.00,17335.00,17425.00,17380.00,0.00,-45.00,4,13,-2,347600
20230222,工业硅,2402,si2402,17435.00,17355.00,17355.00,17355.00,17355.00,17355.00,-80.00,-80.00,2,3,2,173550
20230223,工业硅,2308,si2308,17645.00,17620.00,17700.00,17570.00,17620.00,17635.00,-25.00,-10.00,39303,46217,-1189,3466222125
20230223,工业硅,2309,si2309,17580.00,17490.00,17590.00,17485.00,17535.00,17525.00,-45.00,-55.00,13520,12982,-2137,1184708900
20230223,工业硅,2310,si2310,17425.00,17440.00,17440.00,17440.00,17440.00,17440.00,15.00,15.00,2,1709,-2,174400
20230223,工业硅,2311,si2311,17345.00,17355.00,17420.00,17350.00,17350.00,17360.00,5.00,15.00,11,610,-4,955000
20230223,工业硅,2312,si2312,17440.00,17490.00,17550.00,17490.00,17525.00,17530.00,85.00,90.00,8,399,3,701375
20230223,工业硅,2401,si2401,17380.00,,,,17380.00,17380.00,0.00,0.00,0,13,0,0
20230223,工业硅,2402,si2402,17355.00,17390.00,17395.00,17390.00,17395.00,17390.00,40.00,35.00,6,9,6,521825
20230224,工业硅,2308,si2308,17635.00,17635.00,17680.00,17555.00,17635.00,17605.00,0.00,-30.00,44344,45607,-610,3904338650
20230224,工业硅,2309,si2309,17525.00,17525.00,17565.00,17465.00,17515.00,17510.00,-10.00,-15.00,18758,14351,1369,1642619850
20230224,工业硅,2310,si2310,17440.00,17440.00,17440.00,17440.00,17440.00,17440.00,0.00,0.00,1,1709,0,87200
20230224,工业硅,2311,si2311,17360.00,17360.00,17360.00,17245.00,17320.00,17325.00,-40.00,-35.00,23,604,-6,1992700
20230224,工业硅,2312,si2312,17530.00,17455.00,17495.00,17320.00,17495.00,17400.00,-35.00,-130.00,59,401,2,5134050
20230224,工业硅,2401,si2401,17380.00,,,,17380.00,17380.00,0.00,0.00,0,13,0,0
20230224,工业硅,2402,si2402,17390.00,,,,17390.00,17390.00,0.00,0.00,0,9,0,0
20230227,工业硅,2308,si2308,17605.00,17615.00,17745.00,17460.00,17480.00,17600.00,-125.00,-5.00,42878,46391,784,3774027625
20230227,工业硅,2309,si2309,17510.00,17510.00,17640.00,17360.00,17360.00,17485.00,-150.00,-25.00,13977,14455,104,1222123475
20230227,工业硅,2310,si2310,17440.00,17530.00,17540.00,17380.00,17380.00,17405.00,-60.00,-35.00,11,1717,8,957450
20230227,工业硅,2311,si2311,17325.00,17310.00,17310.00,17310.00,17310.00,17310.00,-15.00,-15.00,1,603,-1,86550
20230227,工业硅,2312,si2312,17400.00,17500.00,17500.00,17330.00,17330.00,17415.00,-70.00,15.00,16,405,4,1393400
20230227,工业硅,2401,si2401,17380.00,,,,17375.00,17375.00,-5.00,-5.00,0,13,0,0
20230227,工业硅,2402,si2402,17390.00,17390.00,17390.00,17250.00,17250.00,17295.00,-140.00,-95.00,3,10,1,259475
20230228,工业硅,2308,si2308,17600.00,17500.00,17580.00,17420.00,17520.00,17495.00,-80.00,-105.00,68158,44252,-2139,5963606750
